Sample,Safety perception (y),Gender,Maritial status,Age,Educational level,Monthly house hold income,Vehicle ownership,Purpose of using the crossing,How much time do you typically wait at the zebra crossing,Are you aware of zebra crossing signs,Did you ever crossed road without using a zebra crossing,Should pedestrians attend road safety educational programmes,Have you done any road safety educational programme?,Safety at the crossing Prefrence,Pedestrian carelessness.,Driver inattentiveness,Pedestrian unawareness,Aggressive driver behaviour,Faded road signs.,Peak hour increases pedestrian accidents.,Fast moving vehicle increases pedestrian accidents.,Driver should always allow pedestrians to enter the intersection.,Strict application of law on vehicles makes you safe at zebra crossing.,Rumble strips and cat eyes before zebra crossing,Presence of a mid block,three dimesional,Refuge Island at a median,Curb Extension with raised zebra crossing,Non  skid footpath tiles,Sign board at 20 to 100 meters
427,2,0,0,2,3,2,2,2,2,3,3,4,1,3,2,2,1,2,2,1,2,5,4,5,4,5,5,3,4,4
428,2,0,1,2,4,3,1,3,2,3,2,5,1,1,2,2,1,2,2,2,2,5,4,5,5,4,5,4,5,4
429,2,0,1,2,3,3,0,3,2,3,2,4,1,4,2,2,2,2,1,1,2,5,4,5,4,5,4,5,4,4
430,2,0,1,2,3,3,1,3,2,4,3,5,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,5,5
431,2,0,1,2,3,2,0,3,2,4,2,5,1,2,2,3,2,2,1,1,2,5,4,5,4,5,4,3,5,4
432,2,0,1,2,3,2,0,4,2,3,2,5,1,4,2,2,2,2,2,2,2,3,4,3,4,4,4,5,4,4
433,3,0,1,2,2,2,1,2,3,4,2,4,1,1,2,2,1,2,1,2,2,5,4,4,5,4,4,5,4,4
434,3,0,0,1,2,1,2,2,2,3,3,4,1,1,2,1,2,1,2,2,2,5,4,4,4,4,4,4,5,4
435,4,0,1,2,4,3,1,2,2,4,3,5,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
436,3,0,1,3,4,4,0,2,2,2,2,5,1,3,2,1,2,1,1,1,1,5,5,5,4,5,4,5,4,5
437,2,0,1,2,3,2,0,3,2,4,2,4,1,4,3,2,2,1,2,2,2,5,4,5,4,4,4,4,4,5
438,2,0,1,2,3,2,2,4,2,4,3,5,1,4,2,1,2,2,2,2,2,4,5,5,4,4,4,4,4,4
439,4,0,1,2,3,2,0,3,2,3,3,5,1,3,2,2,1,2,2,1,2,5,4,5,4,4,4,5,4,3
440,3,0,1,4,3,2,0,4,3,3,2,3,1,1,2,2,2,2,1,2,1,4,5,4,5,4,5,4,5,4
441,3,0,1,4,3,2,0,2,4,5,3,3,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
442,5,0,0,2,4,3,0,4,2,3,2,5,1,1,2,1,2,1,2,1,2,5,4,4,5,4,5,4,4,4
443,3,0,1,2,3,2,0,3,2,3,3,3,1,1,3,2,2,2,2,1,2,5,4,5,4,5,4,5,4,4
444,4,0,1,3,5,2,0,3,2,3,3,5,1,4,3,3,2,2,1,2,1,4,5,4,5,4,5,4,4,4
445,2,0,1,2,2,2,2,4,2,3,2,5,1,1,2,3,2,1,2,2,2,5,4,3,4,3,4,5,4,3
446,3,0,1,2,2,3,1,3,2,3,2,5,1,1,2,2,2,2,1,2,1,4,5,5,4,5,5,5,5,5
447,3,0,1,2,1,1,2,3,2,3,2,5,1,1,3,2,1,2,3,2,3,4,5,4,4,5,5,4,4,4
448,2,0,1,2,1,1,1,4,2,2,2,2,1,1,5,4,4,5,4,4,3,2,3,2,3,3,4,4,4,2
449,3,0,1,4,1,2,1,4,2,4,4,2,1,1,1,1,1,2,1,1,2,5,4,5,4,4,5,4,5,4
450,3,0,1,2,3,2,2,3,2,3,2,4,1,1,2,1,2,1,1,2,2,5,5,4,4,5,5,5,5,4
451,3,0,1,2,3,3,1,2,2,4,5,3,1,1,3,2,1,2,1,1,1,5,4,5,4,3,5,5,5,4
452,2,1,0,2,2,2,0,4,3,4,2,2,1,1,1,2,1,1,3,1,1,4,2,5,5,5,5,4,5,4
453,3,1,1,2,2,2,1,3,2,3,3,4,1,1,4,1,5,1,1,3,2,5,4,5,5,4,2,5,4,4
454,2,1,1,3,3,2,0,4,3,5,2,2,1,1,2,2,2,2,2,1,2,5,5,5,2,5,3,5,5,5
455,2,1,0,3,3,3,0,3,3,4,2,3,1,1,3,1,2,2,1,1,1,5,4,4,3,5,5,5,5,5
456,2,0,0,3,3,3,1,4,3,5,3,3,1,4,3,1,1,2,1,1,1,4,3,5,5,5,5,4,4,4
457,2,0,1,2,2,3,2,4,2,5,4,3,1,1,5,1,1,1,1,1,3,3,5,4,5,5,5,2,5,4
458,2,0,1,2,2,2,1,4,2,3,1,2,1,1,1,1,1,1,2,1,1,3,3,5,5,5,5,4,4,3
459,3,1,1,3,4,2,0,3,2,4,2,2,1,4,3,1,1,1,3,1,3,5,3,4,5,5,5,2,5,5
460,3,1,1,3,3,2,0,3,3,4,3,3,1,1,1,1,2,4,1,1,1,5,4,5,5,5,3,5,5,5
461,3,1,0,3,3,2,2,3,3,4,3,1,1,1,4,1,1,2,1,1,1,5,5,5,5,1,5,5,5,5
462,2,1,1,2,3,2,0,4,2,3,2,2,1,1,1,1,1,2,1,1,2,2,5,5,5,2,4,5,5,4
463,3,1,1,2,2,2,0,3,3,4,2,3,1,1,5,1,3,1,1,1,1,5,5,5,4,5,5,4,1,5
464,3,1,1,3,2,2,0,3,2,4,3,3,1,1,5,1,1,2,1,2,1,5,3,5,2,5,5,5,4,3
465,1,1,1,2,3,2,0,4,1,3,3,3,1,3,1,5,5,3,1,3,1,5,4,3,5,3,5,5,4,5
466,4,1,1,2,3,2,0,3,4,4,4,3,1,1,5,5,3,3,3,4,2,4,3,5,5,3,5,4,5,2
467,2,0,1,2,2,2,0,2,2,4,4,4,1,3,5,1,3,1,1,3,2,4,5,5,5,4,5,1,5,5
468,3,1,1,2,2,2,2,3,3,5,3,4,1,1,1,2,1,1,2,1,1,4,1,5,5,5,5,4,4,1
469,3,0,1,2,2,2,1,4,3,4,3,4,1,1,5,1,1,1,1,1,3,5,5,1,5,5,5,4,5,5
470,3,1,1,3,3,2,2,3,3,3,3,2,1,1,1,5,1,1,1,1,2,4,5,5,3,5,4,5,1,5
471,4,0,1,2,2,2,1,3,3,4,4,3,1,1,1,3,1,1,2,3,2,5,5,5,4,5,5,5,5,5
472,3,0,1,2,3,2,1,3,2,5,3,3,1,1,5,1,1,1,2,2,1,5,4,5,5,5,1,5,5,4
473,4,1,0,3,3,3,2,3,4,4,4,3,1,1,2,5,1,1,1,3,1,5,5,5,1,4,5,5,5,4
474,2,1,1,3,2,2,1,3,3,5,5,1,1,1,5,1,1,1,1,1,1,3,5,5,3,5,1,2,5,5
475,3,0,0,1,3,1,0,3,3,5,3,4,1,1,5,1,1,1,1,1,1,4,3,5,3,5,5,3,5,1
476,2,1,1,3,2,2,1,4,3,4,3,3,1,1,5,1,1,1,1,4,1,5,5,5,5,5,3,1,5,5
477,3,0,1,2,2,2,0,3,2,4,3,2,1,1,5,1,1,1,1,1,4,4,5,5,5,3,1,5,5,3
478,4,1,1,2,3,2,0,4,2,2,3,3,1,1,5,1,2,1,1,5,1,3,5,5,5,5,4,5,4,5
479,4,0,1,3,2,2,1,3,3,4,2,4,1,1,5,1,3,1,3,3,5,5,5,5,4,1,5,3,5,4
480,4,1,1,3,4,3,2,4,3,4,4,1,1,1,5,1,3,1,1,1,3,5,5,1,4,5,5,5,4,5
481,4,0,1,2,2,2,1,4,4,4,4,4,1,1,5,1,1,1,2,5,1,5,5,3,5,5,5,4,3,5
482,3,1,1,3,1,2,0,4,4,4,4,3,1,1,5,1,1,1,1,3,1,4,5,1,5,5,5,5,4,3
483,3,1,1,1,2,1,0,4,4,5,4,1,1,1,5,1,1,1,1,2,1,5,5,5,5,1,5,3,5,4
484,2,1,1,3,1,2,2,4,2,4,3,2,1,1,5,1,1,3,1,5,1,5,4,1,5,3,5,3,4,5
485,2,0,0,2,4,3,0,3,3,4,4,3,1,1,5,1,3,1,1,5,1,5,5,1,5,5,5,3,5,5
486,3,0,1,3,1,2,0,4,3,4,3,3,1,1,5,1,1,1,1,4,1,5,3,5,5,5,2,5,5,5
487,2,1,1,2,2,2,0,3,2,4,3,3,1,1,5,1,1,1,1,5,1,5,5,2,1,5,5,3,3,5
488,4,1,1,2,3,2,0,4,4,4,4,4,1,1,5,1,1,1,1,1,3,5,5,5,1,5,5,5,5,5
489,4,0,1,3,1,2,0,3,3,5,4,2,1,1,5,1,1,1,1,3,2,4,5,1,5,5,5,3,5,5
490,4,1,1,2,2,2,0,2,3,5,3,3,1,1,5,1,1,1,1,2,1,5,5,5,5,5,5,5,4,5
491,2,0,0,2,3,2,2,3,2,4,3,3,1,1,5,1,3,3,1,1,4,4,2,5,3,5,5,5,5,4
492,3,1,0,1,3,2,1,2,4,4,3,3,1,1,5,1,1,1,2,3,1,5,5,5,5,4,5,5,5,5
493,3,0,0,2,2,2,2,4,3,5,3,3,1,1,5,2,1,2,1,1,1,5,5,5,5,5,5,5,5,4
494,4,1,1,1,2,2,1,3,3,4,4,3,1,1,5,3,1,3,2,3,1,5,5,5,5,5,4,5,5,5
495,3,0,1,1,2,2,1,3,5,4,3,3,1,1,5,2,1,2,1,1,1,5,5,3,5,5,5,5,4,3
496,2,0,1,2,2,2,2,2,3,4,3,4,1,1,5,4,1,2,2,1,1,5,5,5,4,5,5,3,5,5
497,2,1,1,2,2,2,1,4,4,4,3,4,1,1,5,2,1,1,1,1,1,5,5,1,5,5,5,5,4,5
498,4,1,1,2,2,2,0,4,4,5,3,3,1,1,5,1,1,1,2,2,5,5,4,1,5,4,5,5,4,3
499,2,0,1,3,2,2,1,4,3,3,3,4,1,1,5,2,1,1,1,2,1,5,5,1,2,5,5,5,5,5
500,3,0,0,2,2,2,0,3,3,4,2,3,1,1,5,1,1,1,1,1,3,5,5,1,5,5,5,5,5,4
501,3,0,1,3,3,2,0,4,4,5,3,3,0,4,3,3,2,2,3,2,2,3,3,4,4,3,3,4,4,3
502,5,1,1,2,3,2,0,5,2,3,4,2,0,4,2,2,3,3,2,2,2,3,3,4,4,5,4,4,3,4
503,3,0,1,3,3,2,0,4,5,3,4,4,0,2,3,3,2,2,3,2,2,3,3,5,4,4,3,4,5,4
504,3,0,1,3,3,2,2,4,3,4,4,3,0,2,2,2,3,3,2,3,3,4,4,3,4,3,4,4,3,3
505,3,0,0,1,1,1,0,3,5,5,3,3,0,4,3,3,2,2,3,1,2,3,4,5,4,3,4,5,4,3
506,2,0,1,4,1,2,1,4,5,4,1,3,0,3,3,2,2,3,3,3,3,4,4,4,4,3,4,4,3,3
507,1,0,1,3,1,1,0,3,4,4,2,3,0,1,3,2,3,1,3,3,2,4,3,4,3,4,3,3,4,4
508,1,0,1,2,3,1,0,4,4,5,2,4,1,4,3,2,1,3,1,3,1,4,3,3,4,3,4,5,3,5
509,1,0,1,3,1,1,0,3,5,5,2,3,0,4,3,2,2,3,2,2,1,3,4,3,4,3,3,3,4,3
510,2,1,1,2,2,2,1,4,3,4,3,3,0,4,3,2,3,2,3,3,3,4,4,4,3,4,3,4,3,3
511,2,0,1,2,1,2,0,3,3,5,2,3,0,1,3,2,2,2,3,3,3,4,4,3,3,4,4,3,4,3
512,4,1,1,3,1,1,0,3,4,5,3,4,0,2,3,2,2,3,2,3,3,4,4,4,3,4,3,3,4,3
513,3,0,1,2,2,2,1,3,4,5,3,4,0,3,3,3,2,3,2,3,2,5,5,3,5,5,3,3,4,4
514,3,0,1,3,5,2,1,4,4,4,3,3,0,3,3,2,2,3,2,2,1,4,3,4,4,3,4,5,4,3
515,3,1,1,3,1,2,0,5,2,4,3,3,0,1,3,2,2,3,3,2,2,3,3,5,5,3,4,5,4,4
516,2,0,1,3,2,2,0,3,4,3,4,3,0,3,3,3,2,3,2,2,3,4,3,4,4,3,3,4,4,3
517,2,1,1,2,3,2,1,4,4,4,4,3,0,2,3,2,1,3,2,3,3,4,3,4,3,3,4,3,3,4
518,4,0,0,2,3,2,1,5,2,4,2,4,0,4,3,2,2,1,1,1,1,3,3,4,5,4,4,4,5,4
519,4,0,1,3,4,3,1,5,3,4,4,4,1,1,3,2,2,3,3,2,2,3,3,5,5,3,3,4,3,4
520,5,1,1,2,4,3,1,5,2,4,4,4,1,2,3,3,2,2,3,1,1,4,3,5,4,3,5,3,5,3
521,4,0,1,3,3,2,0,5,2,3,4,5,0,4,2,2,3,3,3,3,3,4,4,5,5,5,5,4,5,4
522,3,1,0,2,1,1,0,2,5,2,4,3,0,2,3,1,3,3,2,2,2,4,3,4,4,3,3,3,4,3
523,1,0,1,3,2,2,0,3,4,3,4,3,0,3,3,2,1,2,3,3,2,5,4,4,5,4,3,5,4,3
524,1,0,1,3,1,1,0,4,2,4,1,2,1,3,5,4,3,2,1,3,2,3,2,2,3,4,2,3,4,3
525,2,1,1,4,1,1,0,1,5,2,4,4,0,4,3,2,1,2,3,3,2,5,4,3,4,5,4,3,4,4
526,1,0,1,2,3,2,1,4,1,3,2,3,1,1,4,3,4,3,2,3,4,3,2,3,4,2,3,4,5,3
527,4,0,1,2,3,2,1,1,5,5,4,3,0,1,2,1,2,3,3,2,1,3,5,4,5,4,3,4,5,3
528,1,0,1,1,2,1,1,4,1,3,1,3,1,1,5,4,4,3,2,4,3,2,4,2,1,3,4,3,3,2
529,4,0,1,2,3,2,1,4,3,4,4,3,1,1,2,3,1,3,2,2,2,3,4,4,3,4,4,5,4,4
530,3,0,1,4,1,1,0,3,4,4,5,3,0,2,3,1,3,1,2,1,2,4,3,5,4,3,4,4,3,3
531,3,0,0,2,2,1,0,5,4,3,4,3,0,3,3,2,3,1,3,2,1,3,5,5,5,3,3,4,4,3
532,4,0,1,3,3,2,1,4,3,4,2,3,0,4,3,2,3,1,2,2,3,5,3,4,3,5,3,5,3,4
533,2,0,1,4,2,1,0,3,4,5,3,3,0,4,3,2,3,1,2,3,1,3,5,5,4,3,5,4,4,5
534,2,0,1,2,1,1,0,3,4,5,2,3,0,2,3,1,3,2,2,2,3,5,4,4,5,3,4,5,3,4
535,2,0,1,2,3,1,0,1,4,4,4,4,0,2,3,1,2,3,1,1,2,3,4,4,3,5,3,4,5,4
536,2,0,1,3,3,2,0,4,4,5,3,3,0,1,3,1,1,3,2,1,1,3,3,5,5,3,4,4,3,3
537,3,0,1,3,3,2,0,5,4,5,3,3,0,1,3,2,3,1,2,3,1,3,4,3,5,4,3,5,3,4
538,3,1,0,2,2,1,0,4,4,4,3,3,0,3,3,2,2,1,2,2,3,5,3,3,4,5,4,5,4,3
539,3,1,1,4,1,2,0,5,4,5,3,3,0,3,2,3,1,3,2,2,3,4,3,5,5,3,3,4,3,4
540,2,1,1,4,1,1,0,1,5,4,4,3,0,2,3,2,1,2,3,3,2,5,3,3,4,4,3,3,4,3
541,3,1,1,2,3,2,1,5,2,4,4,4,1,2,3,3,2,2,1,1,2,3,4,4,3,5,3,3,3,5
542,3,0,1,3,1,2,1,4,2,5,3,3,0,3,3,2,3,2,2,2,1,4,3,4,3,3,5,5,4,3
543,4,1,1,2,3,3,1,4,2,4,4,3,0,4,3,3,2,2,1,1,1,3,3,4,3,4,3,3,3,4
544,4,0,1,4,1,1,0,5,3,4,5,4,0,2,3,3,2,3,2,3,2,5,4,5,3,5,4,4,3,5
545,2,0,1,2,3,2,0,1,4,5,3,3,0,3,3,2,1,2,1,3,1,3,4,4,5,3,4,3,5,3
546,3,0,1,3,3,2,0,5,2,5,3,4,0,3,3,2,1,1,2,1,1,3,3,5,3,5,3,4,4,3
547,3,0,1,4,2,2,0,5,4,5,3,3,0,2,2,3,2,3,3,3,2,3,3,3,3,4,3,3,4,4
548,3,0,1,2,3,2,1,4,3,5,3,3,0,4,3,2,1,3,2,3,2,5,3,3,4,5,4,5,4,5
549,2,0,1,2,2,1,1,5,4,5,3,3,0,3,3,2,3,2,1,3,2,3,5,3,4,5,3,4,3,4
550,2,0,1,3,2,1,1,5,4,5,3,3,0,1,3,2,3,2,3,1,2,3,4,3,4,3,4,5,3,4
551,2,0,1,2,3,2,1,4,3,4,2,5,1,1,2,2,2,3,2,2,3,4,3,4,4,3,5,4,5,4
552,2,1,1,4,1,2,0,3,2,3,2,4,1,1,2,2,2,1,2,2,1,4,5,4,5,4,5,4,5,4
553,3,0,1,2,4,3,0,4,2,4,2,4,1,2,3,3,2,2,3,2,1,4,5,4,4,4,2,4,4,3
554,2,0,1,2,3,2,1,3,3,4,2,4,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,3,4
555,3,0,0,2,4,3,0,4,2,3,2,4,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,4
556,4,0,1,2,2,3,1,3,2,4,2,4,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,4
557,3,0,1,2,1,2,0,4,2,3,2,4,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
558,2,0,0,2,2,2,1,3,2,3,2,4,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
559,2,0,1,2,2,2,1,3,2,3,2,4,1,1,2,1,2,1,2,1,2,5,4,4,5,4,5,4,5,4
560,2,0,0,2,2,2,1,3,2,3,2,4,1,2,2,2,2,3,2,2,2,4,4,4,4,4,5,5,5,4
561,2,0,1,2,5,2,1,3,2,4,2,2,1,1,2,1,2,1,2,1,2,5,5,4,4,5,4,5,4,5
562,2,1,1,2,2,2,1,3,2,4,2,4,1,1,2,2,1,2,1,2,1,4,5,4,5,5,5,4,5,4
563,2,0,1,2,3,2,1,2,2,3,2,5,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
564,2,0,1,2,2,2,1,3,2,3,3,5,1,1,2,2,1,2,2,1,2,5,4,5,4,5,4,5,4,5
565,2,0,1,2,4,2,1,3,2,3,2,4,1,1,2,1,2,1,2,1,1,4,4,4,4,4,5,5,4,4
566,2,0,1,2,3,2,1,4,2,3,2,3,1,2,1,2,2,2,2,2,2,4,5,5,4,3,4,4,3,4
567,2,0,1,2,3,2,1,4,3,4,2,4,1,1,2,3,2,2,2,2,2,5,3,4,5,4,5,4,5,4
568,3,0,1,2,2,2,1,4,4,3,3,5,1,1,2,2,1,1,2,2,3,4,4,3,4,4,3,4,4,4
569,2,1,1,2,3,2,1,3,2,3,2,4,1,1,2,2,1,2,2,2,1,4,5,4,5,4,5,4,5,4
570,2,0,1,2,3,2,1,3,2,3,2,5,1,1,2,1,2,1,2,1,2,5,4,4,5,4,5,4,5,4
571,2,0,1,2,3,2,1,3,2,3,2,5,1,2,1,2,1,2,1,2,1,4,5,4,5,5,5,4,4,4
572,3,0,1,1,2,2,1,4,3,3,3,5,1,1,2,1,2,2,3,1,2,5,4,5,4,3,5,4,4,4
573,4,0,1,2,3,2,2,4,3,4,3,5,1,1,2,2,1,3,2,2,3,4,3,4,3,4,3,4,3,4
574,3,0,1,2,4,2,1,4,2,4,3,3,1,1,2,1,2,1,2,2,2,5,4,5,4,5,4,5,4,4
575,3,0,1,2,3,2,1,4,2,3,2,5,1,1,1,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
576,2,0,1,2,3,2,1,3,3,4,2,5,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,4
577,2,0,1,2,2,2,1,3,3,4,2,4,1,1,2,1,2,1,2,1,2,5,4,3,4,3,4,3,4,4
578,2,0,1,2,2,2,1,3,3,4,2,5,1,1,2,1,2,2,2,2,1,4,5,4,5,4,5,4,5,4
579,2,0,1,2,4,3,1,3,2,3,3,5,1,1,2,1,2,1,2,1,1,5,4,5,4,5,4,5,4,3
580,2,0,0,2,3,2,1,4,3,4,3,5,1,1,2,2,1,1,1,1,1,5,4,5,4,5,4,4,4,5
581,3,1,0,2,3,2,1,4,3,3,3,5,1,1,2,1,2,1,2,1,2,5,5,4,3,4,5,3,4,5
582,3,1,0,2,3,2,1,4,3,4,2,5,1,1,2,1,2,3,2,2,3,3,4,3,3,4,5,4,5,4
583,3,0,1,3,4,3,2,4,2,4,2,5,1,1,3,2,3,2,1,2,1,4,5,4,5,4,5,4,5,4
584,3,0,0,2,4,3,2,4,3,4,3,5,1,1,2,3,2,1,2,3,2,3,4,4,3,4,3,4,3,4
585,2,0,1,2,3,2,1,3,2,3,2,5,1,1,2,3,2,3,2,3,2,3,4,4,4,5,5,4,4,4
586,2,0,1,2,2,2,1,3,3,3,2,5,1,1,2,3,2,2,3,2,2,5,4,5,4,5,4,5,4,5
587,2,1,0,2,3,2,1,4,3,3,2,5,1,1,2,1,2,2,1,2,1,4,5,4,5,4,5,4,5,4
588,3,0,1,2,3,2,1,4,3,4,2,5,1,2,2,3,2,2,3,2,2,3,4,4,3,4,3,3,4,3
589,2,0,1,2,3,2,1,3,3,4,2,5,1,4,2,1,2,2,2,2,2,3,3,4,3,5,4,5,4,3
590,2,0,1,2,3,2,1,3,3,4,2,5,1,4,3,2,3,2,1,2,1,5,4,4,4,5,3,4,4,4
591,2,0,1,2,3,2,1,3,3,4,2,5,1,1,2,1,2,1,2,1,2,5,4,4,5,3,4,3,4,4
592,2,0,1,2,3,2,1,3,3,4,2,5,1,2,1,1,2,1,2,1,2,5,4,5,4,5,4,5,4,3
593,3,0,1,2,3,2,1,3,2,3,3,5,1,1,2,1,2,1,2,2,1,4,5,4,4,5,4,5,4,5
594,3,0,1,2,3,2,1,4,3,4,3,3,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
595,3,0,1,3,3,2,1,4,3,4,2,5,1,1,2,2,1,2,2,2,1,4,4,4,5,4,5,4,5,4
596,3,0,1,2,3,3,1,3,3,3,2,4,1,1,1,2,1,2,1,2,1,4,5,4,4,3,4,3,4,3
597,3,1,0,2,3,2,1,3,3,3,3,4,1,1,3,2,2,1,2,2,1,4,5,4,5,4,5,4,5,4
598,3,0,1,2,3,2,1,4,3,4,2,5,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
599,2,0,1,3,1,1,0,4,3,4,5,5,1,2,5,1,2,1,1,5,1,5,4,5,1,5,5,3,5,3
600,3,0,1,2,3,2,1,4,3,4,2,5,1,1,2,2,2,1,2,2,2,3,4,4,5,4,4,5,4,4
601,2,0,1,2,1,1,2,5,1,4,2,2,1,1,2,1,2,2,2,2,1,4,5,4,5,4,5,4,5,4
602,2,0,1,2,3,2,1,4,3,4,2,5,1,1,2,2,1,2,1,2,1,4,5,4,5,5,5,4,4,3
603,3,0,1,2,3,2,1,4,2,3,2,5,1,1,2,1,2,1,2,1,2,4,5,4,4,3,4,4,5,4
604,1,0,1,1,3,1,1,4,1,3,1,4,1,1,5,4,3,4,3,3,4,3,2,3,2,3,4,2,3,4
605,1,0,1,1,1,1,1,4,1,2,2,4,1,1,5,4,5,3,5,4,3,1,3,2,3,3,2,1,3,2
606,2,0,0,2,2,2,0,5,1,4,2,2,1,1,5,4,4,5,3,5,3,2,3,3,4,3,5,4,3,5
607,3,0,1,2,2,2,1,1,1,2,2,2,1,1,3,4,5,3,2,3,2,4,2,3,4,2,3,4,5,3
608,3,0,0,2,3,1,0,3,1,3,3,3,1,1,4,3,2,4,2,3,2,3,5,2,3,4,4,5,4,2
609,1,0,1,2,2,1,1,4,1,3,2,2,1,1,2,2,2,2,2,1,1,5,5,3,3,3,3,3,3,3
610,2,0,1,1,1,1,1,5,1,2,2,4,1,1,5,4,3,4,3,4,3,2,4,2,3,2,3,4,5,5
611,3,0,1,4,1,2,0,3,1,3,1,3,1,1,1,1,3,2,2,3,1,4,3,4,3,3,3,4,5,2
612,2,1,1,2,1,1,0,4,1,4,2,3,1,1,2,1,2,3,4,4,3,4,2,2,4,4,3,2,3,4
613,2,0,1,2,2,2,1,4,1,3,3,2,1,1,4,3,2,3,2,4,3,4,3,3,4,4,5,3,4,2
614,3,1,1,2,1,1,0,1,1,3,1,2,1,1,2,3,2,3,1,3,4,4,2,2,3,4,2,3,4,5
615,2,0,1,2,2,1,1,4,1,2,2,2,1,1,4,3,2,3,2,3,4,4,2,3,5,3,3,4,3,5
616,4,0,1,2,2,1,0,4,1,2,2,3,1,1,4,3,4,2,3,1,2,3,2,3,4,3,2,4,3,5
617,1,0,1,1,1,2,1,4,1,3,1,2,1,1,5,4,3,2,4,4,3,2,3,3,2,3,2,4,4,5
618,2,0,1,1,1,2,1,5,1,2,2,3,1,1,4,3,4,5,3,4,3,2,3,1,2,3,2,1,2,3
619,1,0,1,1,1,2,1,4,1,2,2,2,1,1,4,3,2,3,3,4,1,5,5,5,3,2,3,4,3,5
620,1,0,1,3,2,2,1,4,1,3,3,3,1,1,3,3,4,2,4,3,2,2,4,2,3,2,4,2,4,2
621,2,0,1,1,1,1,1,5,1,2,2,4,1,1,5,4,4,3,4,4,3,2,3,2,3,3,3,4,3,3
622,1,0,1,1,1,1,1,4,1,2,2,2,1,1,4,3,2,1,2,3,4,3,4,2,4,3,3,2,4,4
623,2,0,1,1,1,1,1,4,1,2,2,2,1,1,5,4,3,4,2,4,3,2,4,1,2,3,2,4,5,5
624,1,0,1,1,1,1,1,4,1,3,2,2,1,1,4,4,3,2,1,3,4,3,2,3,4,4,3,4,3,5
625,2,0,1,1,1,1,1,5,1,3,1,2,1,1,4,3,4,3,4,3,4,3,2,3,2,3,2,3,2,3
626,1,0,1,1,1,1,1,4,1,3,1,2,1,1,5,4,3,4,2,3,4,3,2,3,4,3,2,3,2,4
627,2,0,1,1,1,1,1,5,1,3,2,4,1,1,4,3,4,3,3,4,3,2,3,2,3,2,3,4,4,5
628,2,0,0,2,3,1,0,3,1,3,2,2,1,1,2,2,3,1,4,2,3,2,4,2,3,2,4,2,5,2
629,1,0,0,1,2,1,1,4,1,2,3,2,1,1,4,4,5,3,5,4,5,3,1,2,1,2,1,3,3,4
630,2,0,1,1,1,1,1,5,1,2,2,2,1,1,4,4,3,4,4,3,4,3,2,3,2,4,3,4,5,5
631,2,0,1,1,1,1,1,5,1,2,2,4,1,1,3,4,5,4,5,4,5,2,3,2,3,2,3,1,1,2
632,4,0,0,2,4,1,0,3,1,4,4,4,1,1,1,1,2,4,2,5,4,3,2,2,2,1,3,2,1,3
633,2,0,1,1,1,1,1,5,1,2,2,4,1,1,5,4,5,4,3,3,3,2,3,3,2,3,2,4,4,4
634,2,0,1,2,1,1,1,4,1,3,1,4,1,1,5,4,3,3,2,4,3,4,4,2,2,1,3,2,2,1
635,1,0,1,1,1,1,1,4,1,2,2,4,1,1,5,4,3,3,3,3,4,3,3,2,3,3,2,3,1,4
636,1,0,1,1,1,1,1,5,1,3,2,2,1,1,4,4,5,3,3,3,4,1,2,1,4,3,2,2,1,4
637,2,0,1,1,1,1,1,5,1,3,1,4,1,1,5,4,5,3,3,3,4,4,2,3,2,2,1,3,3,5
638,1,0,1,1,1,2,1,4,2,3,1,4,1,1,5,4,5,3,2,4,3,2,1,3,2,1,3,2,4,4
639,2,0,1,1,1,1,1,5,1,2,2,4,1,1,4,3,3,4,3,4,3,4,3,3,2,3,4,2,3,3
640,1,0,1,1,1,1,1,4,1,3,1,4,1,1,3,4,5,4,5,4,3,2,3,3,3,2,1,1,2,2
641,1,0,1,1,1,2,1,4,1,3,2,2,1,1,4,3,4,3,4,4,3,2,3,2,2,3,3,4,2,1
642,1,0,1,1,1,1,1,4,1,3,2,2,1,1,5,4,4,3,5,4,4,1,3,3,2,3,1,2,3,4
643,2,0,1,1,2,2,1,4,1,2,2,2,1,1,5,4,5,3,3,4,3,2,1,2,3,2,1,2,3,2
644,1,0,1,1,1,1,1,5,1,3,1,2,1,1,5,4,5,3,3,4,4,1,2,2,2,1,3,2,1,3
645,2,0,1,1,2,2,1,4,1,2,2,2,1,1,4,3,4,3,4,4,3,2,3,3,2,3,2,4,2,3
